Data-ID,Result-State,Result-Detail,numeroDocumento,dataAdmissaoFopag,dataRegistroPrimeiroContrato,dataRegistro,flagMAT30d,flagMAT35d,flagMAT60d,flagMAT90d,fonteRenda,flagPortabilidade,rendaLiquidaPicpay,consumerID,investimentoTotal,flagInvestimentoPrincipalidade,payloadParam.solicitante.flagPrincipalidadeAll,flagPrincipalidade,mesFlagPrincipalidade,flagAllowlist,flagBlocklist,flagCartaoCreditoContratado,flagLimiteGarantidoContratado,ghAppcardsBlendInternoOnline,scoreAppcardsBlendInternoOnline,ghAppcardsBlendExternoOnline,scoreAppcardsBlendExternoOnline,ghBlendIntExt,scoreBlendIntExt,ghSerasa,scoreSerasaAl,blendFinalAl,ghFinalScr,origemBlend,result:ghFinal,expected:ghFinal,result:scoreFinal,expected:scoreFinal,result:origemModeloApplication,expected:origemModeloApplication
132715,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,0,1000,missing,04.SERASA,,missing,,1000,,04.SERASA
132716,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,0,1000,missing,missing,,missing,,1000,,missing
132717,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,0,-500,B,04.SERASA,,B,,-500,,04.SERASA
132718,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,0,-500,B,missing,,B,,-500,,missing
132719,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,0,-500,missing,04.SERASA,,missing,,-500,,04.SERASA
132720,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,0,-500,missing,missing,,missing,,-500,,missing
132721,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,-1,1000,B,04.SERASA,,B,,1000,,04.SERASA
132722,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,-1,1000,B,missing,,B,,1000,,missing
132723,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,-1,1000,missing,04.SERASA,,missing,,1000,,04.SERASA
132724,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,-1,1000,missing,missing,,missing,,1000,,missing
132725,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,-1,-500,B,04.SERASA,,B,,-500,,04.SERASA
132726,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,-1,-500,B,missing,,B,,-500,,missing
132727,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,-1,-500,missing,04.SERASA,,missing,,-500,,04.SERASA
132728,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,-1,-500,missing,missing,,missing,,-500,,missing
132729,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,-99999,1000,B,04.SERASA,,B,,1000,,04.SERASA
132730,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,-99999,1000,B,missing,,B,,1000,,missing
132731,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,-99999,1000,missing,04.SERASA,,missing,,1000,,04.SERASA
132732,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,-99999,1000,missing,missing,,missing,,1000,,missing
132733,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,-99999,-500,B,04.SERASA,,B,,-500,,04.SERASA
132734,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,-99999,-500,B,missing,,B,,-500,,missing
132735,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,-99999,-500,missing,04.SERASA,,missing,,-500,,04.SERASA
132736,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-1,-99999,-99999,-500,missing,missing,,missing,,-500,,missing
132737,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,1000,1000,B,04.SERASA,,B,,1000,,04.SERASA
132738,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,1000,1000,B,missing,,B,,1000,,missing
132739,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,1000,1000,missing,04.SERASA,,missing,,1000,,04.SERASA
132740,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,1000,1000,missing,missing,,missing,,1000,,missing
132741,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,1000,-500,B,04.SERASA,,B,,-500,,04.SERASA
132742,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,1000,-500,B,missing,,B,,-500,,missing
132743,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,1000,-500,missing,04.SERASA,,missing,,-500,,04.SERASA
132744,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,1000,-500,missing,missing,,missing,,-500,,missing
132745,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,0,1000,B,04.SERASA,,B,,1000,,04.SERASA
132746,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,0,1000,B,missing,,B,,1000,,missing
132747,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,0,1000,missing,04.SERASA,,missing,,1000,,04.SERASA
132748,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,0,1000,missing,missing,,missing,,1000,,missing
132749,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,0,-500,B,04.SERASA,,B,,-500,,04.SERASA
132750,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,0,-500,B,missing,,B,,-500,,missing
132751,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,0,-500,missing,04.SERASA,,missing,,-500,,04.SERASA
132752,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,0,-500,missing,missing,,missing,,-500,,missing
132753,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,-1,1000,B,04.SERASA,,B,,1000,,04.SERASA
132754,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,-1,1000,B,missing,,B,,1000,,missing
132755,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,-1,1000,missing,04.SERASA,,missing,,1000,,04.SERASA
132756,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,-1,1000,missing,missing,,missing,,1000,,missing
132757,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,-1,-500,B,04.SERASA,,B,,-500,,04.SERASA
132758,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,-1,-500,B,missing,,B,,-500,,missing
132759,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,-1,-500,missing,04.SERASA,,missing,,-500,,04.SERASA
132760,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,-1,-500,missing,missing,,missing,,-500,,missing
132761,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,-99999,1000,B,04.SERASA,,B,,1000,,04.SERASA
132762,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,B,0,-99999,-1,missing,-99999,F,-99999,1000,B,missing,,B,,1000,,missing
